size,type,time
9000,mnozenie_macierzy,0.106576917
9000,mnozenie_macierzy,0.110137083
9000,mnozenie_macierzy,0.109500375
9000,mnozenie_macierzy,0.10662925
9000,mnozenie_macierzy,0.109420667
9000,mnozenie_macierzy,0.111840375
9000,mnozenie_macierzy,0.108583791
10000,mnozenie_macierzy,0.173522667
10000,mnozenie_macierzy,0.13379525
10000,mnozenie_macierzy,0.133083667
10000,mnozenie_macierzy,0.133416958
10000,mnozenie_macierzy,0.136452083
10000,mnozenie_macierzy,0.137060334
10000,mnozenie_macierzy,0.133325917
10000,mnozenie_macierzy,0.131720625
10000,mnozenie_macierzy,0.13499325
10000,mnozenie_macierzy,0.132840667
